ID,Quote,Author,Source,Rating,Tags,Source Type,Notes,Date Added
Q595,Readily agreeing with negative feedback is just another form of defensiveness.,Zach Stanford,Zach's Quotebook,4,Feedback,,,2016-01-01
Q596,"Beware of isolating when conversing in a group. All it takes is a simple, yet equally distributed, glance to each person present.",Zach Stanford,Zach's Quotebook,4,Conversation,,,2016-01-01
Q597,The best teacher is the one who is able to take a simple subject and create a profound classroom discussion by asking deeply thought-provoking questions.,Zach Stanford,Zach's Quotebook,4,Teaching,,,2016-01-01
Q598,Being realistic is the most commonly traveled road to mediocrity.,Will Smith,iPhone,4,Dreams,,,2016-01-01
Q599,"Your job should not be the most important thing in your life. The key to a successful and happy life is balance. Your job is part of that balance, but only a part. Make time for your family and friends - and for yourself.",Steve Burke,iPhone,4,Career,,,2016-01-01
Q600,"Trusting your intuition means tuning in as deeply as you can to the energy you feel, following that energy moment to moment, trusting that it will lead you where you want to go and bring you everything you desire.",Shakti Gawain,iPhone,4,Intuition,,,2016-01-01
Q601,"For some people, the longing to be popular far outweighs the longing to be respected, and their social media accounts can verify this.",Paul Hiebert,iPhone,4,Respect,,,2016-01-01
Q602,The best way to have a good idea is to have a lot of ideas.,Linus Pauling,iPhone,4,Creativity,,,2016-01-01
Q603,"If you are drawn to an enlightened teacher, it is because there is already enough presence in you to recognize presence in another. Egos, however, are drawn to false teachers. Darkness cannot recognize light. Only light can recognize light.",Eckhart Tolle,iPhone,4,Countenance,,,2016-01-01
Q604,The homemaker has the ultimate career. All other careers exist for one purpose -- and that is to support the ultimate career.,C.S. Lewis,iPhone,4,nan,,,2016-01-01
Q605,I can't imagine a man really enjoying a book and reading it only once.,C.S. Lewis,iPhone,4,Reading,,,2016-01-01
Q606,"Meditation is used to let go of sensual desires, anger, laziness, restlessness, boredom, and doubt. Once these are let go, the mind is concentrated, and the world is clearer than ever.",Buddhist Podcast,iPhone,4,Meditation,,,2016-01-01
Q607,"The greatest good you can do for another is not just to share your riches, but to reveal to him his own.",Benjamin Disraeli,iPhone,4,Influence,,,2016-01-01
Q608,Nursing grudges is like nursing parasites of the heart.,David Alan Carlston,Dave's QuoteBook,4,Forgiveness,,,2016-01-01
Q609,The first hour of the morning is the rudder of the day.,David Alan Carlston,Dave's QuoteBook,4,nan,,,2016-01-01
Q610,Don't assume a door is closed; you must push on it.,Marian Wright Edelman,Dave's QuoteBook,4,Goals,,,2016-01-01
Q611,"If other people's opinions are more important to you than your own, you are not in charge of your life.",James R. Fisher Jr.,Dave's QuoteBook,4,Independence,,,2016-01-01
Q612,"Failure and defeat and loss afflict us all. Expect it, learn to deal with it.",Les Brown,Dave's QuoteBook,4,Failure,,,2016-01-01
Q613,Life is either a daring adventure or nothing.,Helen Keller,Dave's QuoteBook,4,Courage,,,2016-01-01
Q614,All man's miseries derive from not being able to sit quietly in a room alone.,Blaise Pascal,Dave's QuoteBook,4,Solitude,,,2016-01-01
Q615,Whatever is flexible and flowing will tend to grow; whatever is rigid and blocked will wither and die.,Lao Tzu,Dave's QuoteBook,4,Growth,,,2016-01-01
Q616,"Success is measured by contribution, not acquisition.",William Halamandaris,Dave's QuoteBook,4,Success,,,2016-01-01
Q617,"We show respect by being courteous, listening attentively, and maintaining eye contact, as well as by avoiding giving advice, lecturing, and using a condescending tone.",Kathy Indermill,Dave's QuoteBook,4,Listening,,,2016-01-01
Q618,"I challenge you to be great. To be great is to have character, integrity, and be true to noble principles.",James E. Faust,Dave's QuoteBook,4,Character,,,2016-01-01
Q619,Private choices are not private; they all have public consequences... Our society is the sum total of what millions of individuals do in their private lives. The sum total of private behavior has worldwide public consequences of enormous magnitude. There are no completely private choices.,James E. Faust,Dave's QuoteBook,4,Influence,,,2016-01-01
Q620,"If you have made mistakes, even serious ones, there is always another chance for you. What we call failure is not the falling down, but the staying down.",Mary Pickford,Dave's QuoteBook,4,Failure,,,2016-01-01
Q621,Forethought spares afterthought.,Amelia E. Barr,Dave's QuoteBook,4,Prudence,,,2016-01-01
Q622,Forgiveness is the act of admitting we are like other people.,Christina Baldwin,Dave's QuoteBook,4,Forgiveness,,,2016-01-01
Q623,You can't have genius without patience.,Margaret Deland,Dave's QuoteBook,4,Patience,,,2016-01-01
Q624,"To save the mind from preying inwardly upon itself, it must be encouraged to some outward pursuit. There is no other way to elude apathy, or escape discontent; none other to guard the temper from that quarrel with itself, which ultimately ends in quarreling with all mankind.",Fanny Burney,Dave's QuoteBook,4,Worry,,,2016-01-01
Q625,It is almost impossible to throw dirt on someone without getting a little on yourself.,Abigail Van Buren,Dave's QuoteBook,4,nan,,,2016-01-01
Q626,"No matter how brilliantly an idea is stated, we will not really be moved unless we have already half-thought of it ourselves.",Mignon McLaughlin,Dave's QuoteBook,4,Persuasion,,,2016-01-01
Q627,"A mistake in judgment isn't fatal, but too much anxiety about a decision is.",Pauline Kael,Dave's QuoteBook,4,Decisions,,,2016-01-01
Q628,Where there is laughter there is always more health than sickness.,Phyllis Bottome,Dave's QuoteBook,4,Health,,,2016-01-01
Q629,"People who know how to employ themselves, always find leisure moments, while those who do nothing are forever in a hurry.",Marie-Jeanne Roland,Dave's QuoteBook,4,nan,,,2016-01-01
Q630,A letter is a risky thing; the writer gambles on the reader's frame of mind.,Margaret Deland,Dave's QuoteBook,4,Communication,,,2016-01-01
Q631,There is no place in the world where courtesy is so necessary as in the home.,Helen Hathaway,Dave's QuoteBook,4,Family,,,2016-01-01
Q632,No one would remember the Good Samaritan if he'd only had good intentions. He had money as well.,Margaret Thatcher,Dave's QuoteBook,4,Influence,,,2016-01-01
Q633,Friends and good manners will carry you where money won't go.,Margaret Walker,Dave's QuoteBook,4,Friends,,,2016-01-01
Q634,"The farther behind I leave the past, the closer I am to forging my own character.",Isabelle Eberhardt,Dave's QuoteBook,4,Self-improvement,,,2016-01-01
Q635,"I think perfectionism is based on the obsessive belief that if you run carefully enough, hitting each steppin-stone just right, you won't have to die. The truth is that you will die anyway and that a lot of people who aren't even looking at their feet are going to do a whole lot better than you, and have a lot more fun while they're doing it.",Anne Lamott,Dave's QuoteBook,4,Fear,,,2016-01-01
Q636,Dwelling on the negative simply contributes to its power.,Shirley MacLaine,Dave's QuoteBook,4,Worry,,,2016-01-01
Q637,All things a man owns hold him far more than he holds them.,Sigrid Undset,Dave's QuoteBook,4,Money,,,2016-01-01
Q638,Nothing contributes so much to tranquilize the mind as a steady purpose-a point on which the soul may fix its intellectual eye.,Mary Shelley,Dave's QuoteBook,4,Action,,,2016-01-01
Q639,The power to question is the basis of all human progress.,Indira Gandhi,Dave's QuoteBook,4,nan,,,2016-01-01
Q640,"The more you kick something that's dead, the worse it smells.",Barbara Stanwyck,Dave's QuoteBook,4,Complaining,,,2016-01-01
Q641,The bitterest tears shed over graves are for words left unsaid and deeds left undone.,Christopher Crowfield,Dave's QuoteBook,4,Gratitude,,,2016-01-01
Q642,One can never consent to creep when one feels an impulse to soar.,Helen Keller,Dave's QuoteBook,4,Ambition,,,2016-01-01
Q643,The world never puts a price on you higher than the one you put on yourself.,Sonja Henie,Dave's QuoteBook,4,Confidence,,,2016-01-01
Q644,To be criticised is not necessarily to be wrong.,Sir Anthony Eden,Dave's QuoteBook,4,Criticism,,,2016-01-01
Q645,The Peter Principle: In a hierarchy every employee tends to rise to his level of incompetence.,Lawrence J. Peter,Dave's QuoteBook,4,Career,,,2016-01-01
Q646,The things that a man does not say often reveal the understanding and penetration of his mind even more than the things he says.,Robert A. Milikan,Dave's QuoteBook,4,Reputation,,,2016-01-01
Q647,"Of course, sometimes it is not possible to prepare an address fully, but it is much better to do so even if you intend to speak extemporaneously.",Robert A. Taft,Dave's QuoteBook,4,Speaking,,,2016-01-01
Q648,Happiness is beneficial for the body but it is grief that develops the powers of the mind.,Marcel Proust,Dave's QuoteBook,4,Experience,,,2016-01-01
Q649,"People don't ask for facts in making up their minds. They would rather have one good, soul-satisfying emotion than a dozen facts.",Robert Keith Levitt,Dave's QuoteBook,4,Decisions,,,2016-01-01
Q650,It is the heart which makes men eloquent.,Latin proverb,Dave's QuoteBook,4,Authenticity,,,2016-01-01
Q651,He gives twice who gives quickly.,Latin proverb,Dave's QuoteBook,4,Service,,,2016-01-01
Q652,"Boldness has genius, power, and magic in it.",Goethe,Dave's QuoteBook,4,Confidence,,,2016-01-01
Q653,"Laziness grows on people; it begins in cobwebs and ends in iron chains. The more business a man has to do the more he is able to accomplish, for he learns to economize his time.",Sir M. Hale,Dave's QuoteBook,4,nan,,,2016-01-01
Q654,Judge of a man by his questions rather than by his answers.,Voltaire,Dave's QuoteBook,4,Thinking,,,2016-01-01
Q655,"My riches consist not in the extent of my possessions, but in the fewness of my wants.",J. Brotherton,Dave's QuoteBook,4,Money,,,2016-01-01
Q656,"In taking revenge a man is but equal to his enemy, but in passing it over he is his superior.",Bacon,Dave's QuoteBook,4,Forgiveness,,,2016-01-01
Q657,Apt to promise is apt to forget.,Thomas Fuller,Dave's QuoteBook,4,nan,,,2016-01-01
Q658,"It is only imperfection that complains of what is imperfect. The more perfect we are, the more gentle and quiet we become toward the defects of others.",Fenelon,Dave's QuoteBook,4,Perfection,,,2016-01-01
Q659,"Patience is bitter, but its fruit is sweet.",Rousseau,Dave's QuoteBook,4,Patience,,,2016-01-01
Q660,"Luxury makes a man so soft, that it is hard to please him, and easy to trouble him; so that his pleasures at last become his burden. Luxury is a nice master, hard to be pleased.",Mackenzie,Dave's QuoteBook,4,Work,,,2016-01-01
Q661,"To be rich in admiration and free from envy; to rejoice greatly in the good of others; to love with such generosity of heart that your love is still a dear possession in absence or unkindnessâ€”these are the gifts of fortune which money cannot buy and without which money can buy nothing. He who has such a treasury of riches, being happy and valiant himself, in his own nature, will enjoy the universe as if it were his own estate; and help the man to whom he lends a hand to enjoy it with him.",Robert Louis Stevenson,Dave's QuoteBook,4,Wealth,,,2016-01-01
Q662,"It is wise to be sure, but otherwise to be too sure.",Sophi Irene Loeb,Dave's QuoteBook,4,Belief,,,2016-01-01
Q663,"Like water which can clearly mirror the sky and the trees only so long as its surface is undisturbed, the mind can only reflect the true image of the self when it is tranquil and wholly relaxed.",Indra Devi,Dave's QuoteBook,4,Introspection,,,2016-01-01
Q664,The appetite grows for what it feeds on.,Ida B. Wells,Dave's QuoteBook,4,Habits,,,2016-01-01
Q665,T'ain't worthwhile to wear a day all out before it comes.,Sarah Orne Jewett,Dave's QuoteBook,4,Mental Health,,,2016-01-01
Q666,"People who feel their character to be slight, hope to give it weight by inflation: but the blown bladder at its fullest distention is still empty.",Hannah More,Dave's QuoteBook,4,Character,,,2016-01-01
Q667,Ambition is peculiarly the passion of great minds. It is the aspiration after a sphere of those who feel within them the capability of filling one.,Lady Wilde,Dave's QuoteBook,4,Ambition,,,2016-01-01
Q668,"The true secret of giving advice is, after you have honestly given it, to be perfectly indifferent whether it is taken or not, and never persist in trying to set people right.",Hannah Whitall Smith,Dave's QuoteBook,4,Advice,,,2016-01-01
Q669,It is not advisable to venture unsolicited opinions. You should spare yourself the embarrassing discovery of their exact value to your listener.,Ayn Rand,Dave's QuoteBook,4,Prudence,,,2016-01-01
Q670,There can be no happiness if the things we believe in are different from the things we do.,Freya Stark,Dave's QuoteBook,4,Belief,,,2016-01-01
Q671,"From the first day in school until the day I graduated, everyone gave me one hundred plus in art. Well, where do you go in life? You go to the place where you got one hundred plus.",Louse Nevelson,Dave's QuoteBook,4,Career,,,2016-01-01
Q672,A good character will be soiled at least by frequent contact with a bad one.,Chesterfield,Dave's QuoteBook,4,Character,,,2016-01-01
Q673,"Prepare and digest your matter well in your own thoughts, and the words not unwilling will follow.",Horace,Dave's QuoteBook,4,Prudence,,,2016-01-01
Q674,Cheerfulness and good nature are the effects of virtue.,Chesterfield,Dave's QuoteBook,4,Optimism,,,2016-01-01
Q675,"Connections are absolutely necessary; and, if prudently formed, and ably maintained, the success of them is infallible.",Chesterfield,Dave's QuoteBook,4,Career,,,2016-01-01
Q676,"Reserves and cautions are very necessary to have, but very imprudent to show.",Chesterfield,Dave's QuoteBook,4,Interactions,,,2016-01-01
Q677,"I am convinced that education, more than nature, is the cause of that great difference which you see in the characters of men.",Chesterfield,Dave's QuoteBook,4,Character,,,2016-01-01
Q678,"Whoever is in a hurry, shows that the thing he is about is too big for him. Haste and hurry are very different things.",Chesterfield,Dave's QuoteBook,4,Poise,,,2016-01-01
Q679,"Choose your pleasures for yourself, and do not let them be imposed upon you. Follow nature, and not fashion; weigh the present enjoyment of your pleasures against the necessary consequences of them, and then let your own common sense determine you choice.",Chesterfield,Dave's QuoteBook,4,Prudence,,,2016-01-01
Q680,Be wiser than other people if you can; but do not tell them so.,Chesterfield,Dave's QuoteBook,4,Humility,,,2016-01-01
Q681,Travel is a component of education when seriously undertaken.,Chesterfield,Dave's QuoteBook,4,Education,,,2016-01-01
Q682,"Ninety-nine days the word of the preacher should be buoyant and of good cheer, so that on the hundredth day the voice of censure may be a hundred times strong. This was Lincoln's way.",Helen Keller,Dave's QuoteBook,4,Optimism,,,2016-01-01
Q683,I consider it a duty to myself and to others to be happy.,Helen Keller,Dave's QuoteBook,4,Happiness,,,2016-01-01
Q684,I long to accomplish a great and noble task; but it is my chief duty and joy to accomplish humble tasks as though they were great and noble.,Helen Keller,Dave's QuoteBook,4,Greatness,,,2016-01-01
Q685,"The world is sown with good; but unless I turn my glad thoughts into practical living and till my own field, I cannot reap a kernel of the good.",Helen Keller,Dave's QuoteBook,4,Optimism,,,2016-01-01
Q686,"If I am happy in spite of my deprivations, if my happiness is so deep that it is a faith, so thoughtful that it becomes a philosophy of life, -if, in short, I am an optimist, my testimony to the creed of optimism is worth hearing.",Helen Keller,Dave's QuoteBook,4,Happiness,,,2016-01-01
Q687,The art of living rightly is like all arts; it must be learned and practiced with incessant care.,Goethe,Dave's QuoteBook,4,Character,,,2016-01-01
Q688,"A prudent person profits from personal experience, a wise one from the experience of others.",Joseph Collins,Dave's QuoteBook,4,Learning,,,2016-01-01
Q689,WHY and HOW are words so important that they cannot be too often used.,Napolean,Dave's QuoteBook,4,Tact,,,2016-01-01
Q690,"When a man has equipped himself by thought and study for a bigger job, it usually happens that promotion comes along even before it's expected.",P.G. Winnett,Dave's QuoteBook,4,Career,,,2016-01-01
Q691,Never shrink from doing anything which your business calls you to do. The man who is above his business may one day find his business above him.,Drew,Dave's QuoteBook,4,Work,,,2016-01-01
Q692,"A duty dodged is like a debt unpaid; it is only deferred, and we must come back and settle the account at last.",Joseph Newton,Dave's QuoteBook,4,nan,,,2016-01-01
Q693,That which grows slowly endures.,J.G. Holland,Dave's QuoteBook,4,Patience,,,2016-01-01
Q694,"A man should always have his boots on, and be ready to go.",Montaigne,Dave's QuoteBook,4,Work,,,2016-01-01
Q695,The art of being wise is the art of knowing what to overlook.,William James,Dave's QuoteBook,4,Wisdom,,,2016-01-01
Q696,Avoid witticisms at the expense of others.,Horace Mann,Dave's QuoteBook,4,nan,,,2016-01-01
Q697,One hour's sleep before midnight is worth three after.,George Herbert,Dave's QuoteBook,4,Health,,,2016-01-01
Q698,Refuse to be ill. Never tell people you are ill; never own it to yourself... man should resist it on principle on the outset.,Bulwer-Lyton,Dave's QuoteBook,4,Excuses,,,2016-01-01
Q699,He that walketh with wise men shall be wise.,Proverbs 13:20,Dave's QuoteBook,4,Friends,,,2016-01-01
Q700,Never answer a letter while you are angry.,Chinese proverb,Dave's QuoteBook,4,Anger,,,2016-01-01
Q701,"Being unable to direct events, I govern myself.",Montaigne,Dave's QuoteBook,4,Attitude,,,2016-01-01
Q702,Have a real reserve with everybody and a seeming reserve with almost nobody; for it is very disagreeable to seem reserved but dangerous not to be so.,Lord Chesterfield,Dave's QuoteBook,4,Trust,,,2016-01-01
Q703,Get someone else to blow your horn and the sound will carry twice as far.,Will Rogers,Dave's QuoteBook,4,Reputation,,,2016-01-01
Q704,"He who praises everybody, praises nobody.",Samuel Johnson,Dave's QuoteBook,4,nan,,,2016-01-01
Q705,Stillness of person and steadiness of features are signal marks of good breeding.,Oliver Wendell Holmes,Dave's QuoteBook,4,Poise,,,2016-01-01
Q706,The actions of men are the best interpreters of their thoughts.,Locke,Dave's QuoteBook,4,Virtue,,,2016-01-01
Q707,The very essence of all power to influence lies in getting the other person to participate. The mind that can do that has a powerful leverage on his human world.,Harry Overstreet,Dave's QuoteBook,4,Influence,,,2016-01-01
Q708,"We must make automatic habitual, as early as possible, as many useful actions as we can. The more of the details of our daily life we can hand over to the effortless custody of automatism, the more our higher powers of mind will be set free for their own proper work.",William James,Dave's QuoteBook,4,Habits,,,2016-01-01
Q709,It is where a man spends his money that shows where his heart lies.,A. Edwin Kiegin,Dave's QuoteBook,4,Money,,,2016-01-01
Q710,"A true man never frets about his place in the world, but just slides into it by the gravitation of his nature, and stays like a star.",E.H. Chapin,Dave's QuoteBook,4,Poise,,,2016-01-01
Q711,"Sincerity is impossible unless it pervades the whole being, and the pretense of it saps the very foundation of character.",James Lowell,Dave's QuoteBook,4,Sincerity,,,2016-01-01
Q712,A quiet conscience makes one so serene.,Byron,Dave's QuoteBook,4,Peace,,,2016-01-01
Q713,"A man cannot utter two or three sentences without disclosing to intelligent ears precisely where he stands in life and thought, whether in the kingdom of the senses and the understanding, or in that of ideas and imagination, or in the realms of intuitions and duty.",Ralph Waldo Emerson,Dave's QuoteBook,4,Countenance,,,2016-01-01
Q714,"It's easy for a boss to awe his clerks, but a man who is feared to his face is hated behind his back. A competent boss can move among his men without having to draw an imaginary line between them, because they will see the real one if it exists.",George Lorimer,Dave's QuoteBook,4,Leadership,,,2016-01-01
Q715,"Consider carefully before you say a hard word to a man, but never let a chance to say a good one go by. Praise judiciously bestowed is money invested.",George Lorimer,Dave's QuoteBook,4,Feedback,,,2016-01-01
Q716,No man can ask more than he gives. A fellow who can't take orders can't give them.,George Lorimer,Dave's QuoteBook,4,Humility,,,2016-01-01
Q717,The art of living is to be engaged in the money game without being devoured by it.,Jacob Needleman,Dave's QuoteBook,4,Ambition,,,2016-01-01
Q718,"Let us settle ourselves, and work and wedge our feet downward through the mud and slush of opinion, and prejudce, and tradition, and delusion, and appearance, that alluvion which covers the globe, till we come to a hard bottom and rocks in place, which we can call reality, and say, This is, and no mistake...",Henry David Thoreau,Dave's QuoteBook,4,Thinking,,,2016-01-01
Q719,"Most of the luxuries, and many of the so-called comforts of life, are not only not indispensable, but positive hindrances to the elevation of mankind.",Henry David Thoreau,Dave's QuoteBook,4,Money,,,2016-01-01
Q720,As if you could kill time without injuring eternity.,Henry David Thoreau,Dave's QuoteBook,4,nan,,,2016-01-01
Q721,Men sometimes speak as if the study of the classics would at length make way for more modern and practical studies; but the adventurous student will always study classics. For what are the classics but the noblest recorded thoughts of man?,Henry David Thoreau,Dave's QuoteBook,4,Reading,,,2016-01-01
Q722,"Education is not the filling of a pail, but the lighting of a fire.",William Butler Yeats,Dave's QuoteBook,4,Education,,,2016-01-01
Q723,Focusing your efforts on creating a new perception is more effective than trying to undo a current one.,Kim Krisco,Dave's QuoteBook,4,Perspective,,,2016-01-01
Q724,"You can't escape it: if you are """"out there,"""" you will encounter critics.",Patricia Fripp,Dave's QuoteBook,4,Criticism,,,2016-01-01
Q725,"We read books to find out who we are. What other people, real or imaginary, do and think and feel is an essential guide to our understanding of what we ourselves are and may become.",Ursula K. LeGuin,Dave's QuoteBook,4,Reading,,,2016-01-01
Q726,"Good habits are not made on birthday, nor a Christian character at the new year. The workshop of character is everyday life. The uneventful and commonplace hour is where the battle is lost or won.",Maltie D. Babcock,Dave's QuoteBook,4,Habits,,,2016-01-01
Q727,"That which we persist in doing becomes easier to do; not that the nature of the thing is changed, but our power to do is increased.",Heber J. Grant,Dave's QuoteBook,4,Perserverence,,,2016-01-01
Q728,"Work is not always required... There is such a thing as sacred idleness, the cultivation of which is now fearfully neglected.",George Macdonald,Dave's QuoteBook,4,Mental Health,,,2016-01-01
Q729,Those who contemplate the beauty of the earth find reserves of strength that will endure as long as life lasts. There is something infinitely healing in the repeated refrains of nature-the assurance that dawn comes after night and spring after winter.,Rachel Carson,Dave's QuoteBook,4,nan,,,2016-01-01
Q730,I judge people by their own principles - not by my own.,Martin Luther King,Dave's QuoteBook,4,Respect,,,2016-01-01
Q731,"Small kindnesses, small courtesies, small considerations, habitually practiced in our social intercourse, give a greater charm to the character than the display of great talent and accomplishments.",Kelty,Dave's QuoteBook,4,Relationships,,,2016-01-01
Q732,"In theory it is easy to convince an ignorant person; in actual life, men not only object to offer themselves to be convinced, but hate the man who has convinced them.",Epictetus,Dave's QuoteBook,4,Conflict,,,2016-01-01
Q733,The cynic makes fun of all earnestness; he makes fun of everything and everyone who feels that something can be done... But in his heart of hearts he knows that he is a defeated man and that his cynicism is merely an expression of the fact that he has lost courage and is beaten.,George E. Vincent,Dave's QuoteBook,4,Criticism,,,2016-01-01
Q734,"Suffering becomes beautiful when anyone bears great calamities with cheerfulness, not through insensibility but through greatness of mind.",Aristotle,Dave's QuoteBook,4,Optimism,,,2016-01-01
Q735,He will always be a slave who does not know how to live upon a little.,Horace,Dave's QuoteBook,4,Finances,,,2016-01-01
Q736,"When confronted with two courses of action I jot down on a piece of paper all the arguments in favor of each one- then on the opposite side I write the arguments pro and con and canceling them out, one against the other, I take the course indicated by what remains.",Benjamin Franklin,Dave's QuoteBook,4,Decisions,,,2016-01-01
Q737,No one loves the man whom he fears.,Aristotle,Dave's QuoteBook,4,Leadership,,,2016-01-01
Q738,"Whenever you go out, draw the chin in, carry the crown of the head high, and fill the lungs to the utmost; drink in the sunshine; greet your friends with a smile, and put soul into every handclasp. Do not fear being misunderstood and do not waste a minute thinking about your enemies.",Elbert Hubbard,Dave's QuoteBook,4,Confidence,,,2016-01-01
Q739,If there is any one secret of success it lies in the ability to get the other person's point of view and see things from that person's angle as well as from your own.,Henry Ford,Dave's QuoteBook,4,Empathy,,,2016-01-01
Q740,The ability to deal with people is as purchasable a commodity as sugar or coffee. And I will pay more for that ability than for any other under the sun.,Andrew Carnegie,Dave's QuoteBook,4,Communication,,,2016-01-01
Q741,"Look for seed of the same kind as you sow, [don't] hope to buy one kind with another kind. Friendship buys friendship; justice, justice; merit, success.",Ralph Waldo Emerson,Dave's QuoteBook,4,Character,,,2016-01-01
Q742,"Wealth is power to execute design; power to give legs, feet, and actuality to thought.",Ralph Waldo Emerson,Dave's QuoteBook,4,Money,,,2016-01-01
Q743,Poverty demoralizes.,Ralph Waldo Emerson,Dave's QuoteBook,4,nan,,,2016-01-01
Q744,You can't work individuals by general rules. Every man is a special case and needs a special pill.,George Lorimer,Dave's QuoteBook,4,Leadership,,,2016-01-01
Q745,"Money is the product of virtue, but it will not give you virtue and it will not redeem your vices.",Ayn Rand,Dave's QuoteBook,4,Money,,,2016-01-01
Q746,"Action seems to follow feeling, but really action and feeling go together; and by regulating the action, which is under the more direct control of the will, we can indirectly regulate the feeling, which is not.",William James,Dave's QuoteBook,4,Action,,,2016-01-01
Q747,Having the right kind of attitude is just as important as having the right set of skills.,William J. Winslow,Dave's QuoteBook,4,Attitude,,,2016-01-01
Q748,Ideas are such funny things; they never work unless you do.,Unknown,Dave's QuoteBook,4,Work,,,2016-01-01
Q749,"Unless you can look interested when you are bored, you will never be a success socially.",Unknown,Dave's QuoteBook,4,Conversation,,,2016-01-01
Q750,Worry is the interest you pay on trouble before it comes.,Unknown,Dave's QuoteBook,4,Worry,,,2016-01-01
Q751,"As the internal-combustion engine runs on gasoline, so the person runs on self-esteem.",Thomas Szasz,Dave's QuoteBook,4,Self-esteem,,,2016-01-01
Q752,Deliberately cultivate the habit of being: a heightened awareness of real life's abundance.,Sarah Ban Breathnach,Dave's QuoteBook,4,Presence,,,2016-01-01
Q753,"If something is perplexing you at the moment, see the situation simply as an ingredient in the great recipe that is real life.",Sarah Ban Breathnach,Dave's QuoteBook,4,Patience,,,2016-01-01
Q754,We carry our serenity with us.,Sarah Ban Breathnach,Dave's QuoteBook,4,Peace,,,2016-01-01
Q755,You already possess all you need to be genuinely happy. Right now. Today. All you truly need is the awareness of the abundance that is already yours.,Sarah Ban Breathnach,Dave's QuoteBook,4,Gratitude,,,2016-01-01
Q756,"He who waits to do a great deal of good at once, will never do anything.",Samuel Johnson,Dave's QuoteBook,4,nan,,,2016-01-01
Q757,Buddhist monks build inner strength and resolve through the vow of silence. Why does staying quiet for days on end build willpower? You are not giving in to the impulse to talk. And this courage and capacity quickly spill over into other areas of you life. Be silent.,Robin S. Sharma,Dave's QuoteBook,4,Self-control,,,2016-01-01
Q758,Fear defeats more people than any other thing in the world.,Ralph Waldo Emerson,Dave's QuoteBook,4,Fear,,,2016-01-01
Q759,"Every human being has an inner sense of worth, of importance, of dignity. Wound that and you have lost that person forever. So when you love and respect a person you build him up and, accordingly, he loves and esteems you.",Norman Vincent Peale,Dave's QuoteBook,4,Love,,,2016-01-01
Q760,It is better to create than to be learned; creating is the true essence of life.,Niebuhr,Dave's QuoteBook,4,Creativity,,,2016-01-01
Q761,The greatest thing in the world is to know how to belong to oneself.,Montaigne,Dave's QuoteBook,4,Confidence,,,2016-01-01
Q762,I do not speak the minds of others except to speak my own mind better.,Montaigne,Dave's QuoteBook,4,Teaching,,,2016-01-01
Q763,The character of a man is his principles drawn out and woven into himself.,Lowell S. Bennion,Dave's QuoteBook,4,Character,,,2016-01-01
Q764,It has done me good to be somewhat parched by the heat and drenched by the rain of life.,Longfellow,Dave's QuoteBook,4,Adversity,,,2016-01-01
Q765,"If you can spend a perfectly useless afternoon every once in a while in a perfectly useless manner, you have learned how to live.",Lin Yutang,Dave's QuoteBook,4,Leisure,,,2016-01-01
Q766,"We sometimes find ourselves changing our minds without any resistance or heavy emotion, but if we are told we are wrong, we resent the imputation and harden our hearts. We are incredibly heedless in the formation of our beliefs, but find ourselves filled with an illicit passion for them when anyone proposes to rob us of their companionship. It is obviously not the ideas themselves that are dear to us, but our self-esteem, which is threatened. We like to continue to believe what we have been accustomed to accept as true, and the resentment aroused when doubt is cast upon any of our assumptions leads us to seek every manner of excuse for clinging to it. The result is that most of our so-called reasoning consists in finding arguments for going on believing as we already do.",James Harvey Robinson,Dave's QuoteBook,4,Belief,,,2016-01-01
Q767,Few human beings are proof against the implied flattery of rapt attention.,Jack Woodford,Dave's QuoteBook,4,Listening,,,2016-01-01
Q768,"I personally interviewed as many as 5,000 individuals a year for jobs, but rarely hired more than 100 of them. The problem with the others was that they only had a desire for a new job, not the determination to win one.",J.C. Penney,Dave's QuoteBook,4,Career,,,2016-01-01
Q769,"Book! You'll do to give us the bare words and facts, but we come in to supply the thoughts.",Herman Melville,Dave's QuoteBook,4,Reading,,,2016-01-01
Q770,"In man or fish, wriggling is a sign of inferiority.",Herman Melville,Dave's QuoteBook,4,nan,,,2016-01-01
Q771,I try all things; I achieve what I can.,Herman Melville,Dave's QuoteBook,4,Experience,,,2016-01-01
Q772,Few men's courage is proof against protracted meditation unrelieved by action.,Herman Melville,Dave's QuoteBook,4,Courage,,,2016-01-01
Q773,"His pure tight skin was an excellent fit; and closely wrapped up in it, and embalmed with inner health and strength... his interior vitality was warranted to do well in all climates. Looking into his eyes, you seemed to see there the yet lingering images of those thousand-fold perils he had calmly confronted through life. A staid, steadfast man, whose life for the most part was a telling pantomime of action, and not a tame chapter of words... In him courage was not a sentiment but a thing simply useful to him, and always at hand.",Herman Melville,Dave's QuoteBook,4,Character,,,2016-01-01
Q774,"A real friend will not visit you in prosperity unless he is invited, but when you are in adversity he will call without invitation.",Chinese proverb,Dave's QuoteBook,4,Friendship,,,2016-01-01
Q775,A man without a smiling face must not open a shop.,Chinese proverb,Dave's QuoteBook,4,Optimism,,,2016-01-01
Q776,"To lay your past to rest, you must face the situation directly. This includes serious soul-searching and draining old pockets of pain.",Carla Perez,Dave's QuoteBook,4,nan,,,2016-01-01
